Geocode Address,Geocode Street,Case Number,Occurred From Date Year,Occurred From Date Month,Occurred From Time,Occurred From Timestamp,Occurred Through Date Year,Occurred Through Date Month,Occurred Through Time,Occurred Through Timestamp,Reported Date Year,Reported Date Month,Reported Time,Reported Timestamp,Address StreetFull,Address City,Address State,Patrol Beat,Patrol Section,Case Status,Statute Title,Statute Section,Statute Subsection,Statute Degree,Statute Class,Statute Category,Statute Text,Statute Description,Statute Crime Category,Statute Attempted,Weapon Description,Larceny Type,Location Type,Geo Beat,Geo Section,Geo Section Num
"375 Averill Ave, Rochester, NY, 14620",375 AVERILL AVE,2018-00227732,2018,9,0200,"9/11/2018, 10:00 PM",2018,9,0200,"9/11/2018, 10:00 PM",2018,9,1500,"9/14/2018, 3:00 PM",375 AVERILL AVE,Rochester,NY,229,Central,Warrant Application,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Building,229,Central,9
"1 Favor St, Rochester, NY, 14608",1 FAVOR ST,2018-00226911,2018,9,0900,"9/13/2018, 5:00 AM",2018,9,1730,"9/13/2018, 1:30 PM",2018,9,1750,"9/13/2018, 5:50 PM",1 FAVOR ST,Rochester,NY,209,Central,Field,PL ,155.30   ,01    ,4,E,F,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,209,Central,9
"45 Euclid St, Rochester, NY, 14604",45 EUCLID ST,2018-00225675,2018,9,1900,"9/7/2018, 3:00 PM",2018,9,2130,"9/7/2018, 5:30 PM",2018,9,1450,"9/12/2018, 2:50 PM",45 EUCLID ST,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Bar,219,Central,9
"785 University Ave, Rochester, NY, 14607",785 UNIVERSITY AVE,2018-00257615,2018,10,1400,"10/17/2018, 10:00 AM",2018,10,1200,"10/18/2018, 8:00 AM",2018,10,1228,"10/18/2018, 12:28 PM",785 UNIVERSITY AVE,Rochester,NY,245,Goodman,Office,PL ,155.35   ,01    ,3,D,F,Larceny,Grand Larceny 3rd: Property Value Exceeds $3000             ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,245,Goodman,5
"587 University Ave, Rochester, NY, 14607",587 UNIVERSITY AVE,2018-00214094,2018,8,2130,"8/30/2018, 5:30 PM",2018,8,0630,"8/31/2018, 2:30 AM",2018,8,0630,"8/31/2018, 6:30 AM",587 UNIVERSITY AVE,Rochester,NY,245,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Building,245,Goodman,5
"795 Monroe Ave, Rochester, NY, 14607",795 MONROE AVE,2018-00259445,2018,10,1000,"10/20/2018, 6:00 AM",2018,10,1400,"10/20/2018, 10:00 AM",2018,10,1559,"10/20/2018, 3:59 PM",795 MONROE AVE,Rochester,NY,265,Goodman,Field,PL ,155.30   ,04    ,4,E,F,Larceny,Grand Larceny 4th: Credit Card                              ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,265,Goodman,5
"270 Lake Ave, Rochester, NY, 14608",270 LAKE AVE,2018-00213390,2018,8,1700,"8/29/2018, 1:00 PM",2018,8,1000,"8/30/2018, 6:00 AM",2018,8,1235,"8/30/2018, 12:35 PM",270 LAKE AVE,Rochester,NY,271,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,271,Lake,1
"706 Linden St, Rochester, NY, 14620",706 LINDEN ST,2018-00244776,2018,10,2130,"10/2/2018, 5:30 PM",2018,10,0830,"10/3/2018, 4:30 AM",2018,10,0900,"10/3/2018, 9:00 AM",706 LINDEN ST,Rochester,NY,265,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,265,Goodman,5
"225 Chestnut St, Rochester, NY, 14607",225 CHESTNUT ST,2018-00244168,2018,9,0000,"9/12/2018, 8:00 PM",2018,9,0000,"9/12/2018, 8:00 PM",2018,10,1357,"10/2/2018, 1:57 PM",225 CHESTNUT ST,Rochester,NY,219,Central,Field,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Financial Institution,219,Central,9
"480 Meigs St, Rochester, NY, 14607",480 MEIGS ST,2018-00249373,2018,10,1730,"10/8/2018, 1:30 PM",2018,10,1730,"10/8/2018, 1:30 PM",2018,10,1800,"10/8/2018, 6:00 PM",480 MEIGS ST,Rochester,NY,265,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,265,Goodman,5
"281 Mill St, Rochester, NY, 14614",281 MILL ST,2018-00248918,2018,10,0100,"10/7/2018, 9:00 PM",2018,10,0500,"10/8/2018, 1:00 AM",2018,10,0904,"10/8/2018, 9:04 AM",281 MILL ST,Rochester,NY,209,Central,Exceptional Clearance,PL ,155.30   ,01    ,4,E,F,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,209,Central,9
"1 E Main St, Rochester, NY, 14614",1 E MAIN ST,2018-00235479,2018,9,1700,"9/21/2018, 1:00 PM",2018,9,1531,"9/22/2018, 11:31 AM",2018,9,1531,"9/22/2018, 3:31 PM",1 E MAIN ST,Rochester,NY,209,Central,Field,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Business Office,209,Central,9
"397 Frederick Douglass St, Rochester, NY, 14608",397 FREDERICK DOUGLASS ST,2018-00248287,2018,10,2130,"10/6/2018, 5:30 PM",2018,10,0900,"10/7/2018, 5:00 AM",2018,10,0925,"10/7/2018, 9:25 AM",397 FREDERICK DOUGLASS ST,Rochester,NY,209,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,209,Central,9
"42 S Washington St, Rochester, NY, 14608",42 S WASHINGTON ST,2018-00240688,2018,9,0001,"9/19/2018, 8:01 PM",2018,9,1046,"9/28/2018, 6:46 AM",2018,9,1046,"9/28/2018, 10:46 AM",42 S WASHINGTON ST,Rochester,NY,209,Central,Field,PL ,155.35   ,01    ,3,D,F,Larceny,Grand Larceny 3rd: Property Value Exceeds $3000             ,Larceny,Completed,* No Weapon Specified *,Theft from Building,Multiple Dwelling,209,Central,9
"100 Park Ave, Rochester, NY, 14607",100 PARK AVE,2018-00232266,2018,9,1800,"9/18/2018, 2:00 PM",2018,9,0900,"9/19/2018, 5:00 AM",2018,9,0935,"9/19/2018, 9:35 AM",100 PARK AVE,Rochester,NY,245,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,245,Goodman,5
"1 Circle St, Rochester, NY, 14607",1 CIRCLE ST,2018-00223502,2018,9,2158,"9/8/2018, 5:58 PM",2018,9,2300,"9/8/2018, 7:00 PM",2018,9,0840,"9/10/2018, 8:40 AM",1 CIRCLE ST,Rochester,NY,225,Goodman,Office,PL ,155.30   ,01    ,4,E,F,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Yard,225,Goodman,5
"636 Monroe Ave, Rochester, NY, 14607",636 MONROE AVE,2018-00213533,2018,8,0440,"8/30/2018, 12:40 AM",2018,8,0450,"8/30/2018, 12:50 AM",2018,8,1548,"8/30/2018, 3:48 PM",636 MONROE AVE,Rochester,NY,265,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Unknown,265,Goodman,5
"150 State St, Rochester, NY, 14614",150 STATE ST,2018-00246850,2018,10,1545,"10/5/2018, 11:45 AM",2018,10,1545,"10/5/2018, 11:45 AM",2018,10,1545,"10/5/2018, 3:45 PM",150 STATE ST,Rochester,NY,209,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Parking Lot,209,Central,9
"1407 Clifford Ave, Rochester, NY, 14621",1407 CLIFFORD AVE,2018-00232907,2018,9,2005,"9/19/2018, 4:05 PM",2018,9,2005,"9/19/2018, 4:05 PM",2018,9,2017,"9/19/2018, 8:17 PM",1407 CLIFFORD AVE,Rochester,NY,267,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Street,267,Clinton,7
"15 Champeney Ter, Rochester, NY, 14605",15 CHAMPENEY TER,2018-00235382,2018,9,1135,"9/13/2018, 7:35 AM",2018,9,1200,"9/13/2018, 8:00 AM",2018,9,1315,"9/22/2018, 1:15 PM",15 CHAMPENEY TER,Rochester,NY,297,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,297,Clinton,7
"186 Cumberland St, Rochester, NY, 14605",186 CUMBERLAND ST,2018-00253264,2018,10,2150,"10/12/2018, 5:50 PM",2018,10,2230,"10/12/2018, 6:30 PM",2018,10,2311,"10/12/2018, 11:11 PM",186 CUMBERLAND ST,Rochester,NY,287,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Public Access Building,287,Clinton,7
"11 Parsells Ave, Rochester, NY, 14609",11 PARSELLS AVE,2018-00260775,2018,10,1200,"10/22/2018, 8:00 AM",2018,10,1330,"10/22/2018, 9:30 AM",2018,10,1350,"10/22/2018, 1:50 PM",11 PARSELLS AVE,Rochester,NY,215,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,215,Goodman,5
"390 South Ave, Rochester, NY, 14620",390 SOUTH AVE,2018-00249401,2018,10,1200,"10/8/2018, 8:00 AM",2018,10,1230,"10/8/2018, 8:30 AM",2018,10,1920,"10/8/2018, 7:20 PM",390 SOUTH AVE,Rochester,NY,229,Central,Field,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Gas Station,229,Central,9
"390 South Ave, Rochester, NY, 14620",390 SOUTH AVE,2018-00236808,2018,9,1530,"9/18/2018, 11:30 AM",2018,9,1530,"9/19/2018, 11:30 AM",2018,9,0730,"9/24/2018, 7:30 AM",390 SOUTH AVE,Rochester,NY,229,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,229,Central,9
"16 Gibbs St, Rochester, NY, 14604",16 GIBBS ST,2018-00233554,2018,9,1900,"9/19/2018, 3:00 PM",2018,9,1930,"9/19/2018, 3:30 PM",2018,9,1450,"9/20/2018, 2:50 PM",16 GIBBS ST,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Public Access Building,219,Central,9
"16 Gibbs St, Rochester, NY, 14604",16 GIBBS ST,2018-00214091,2018,8,1600,"8/30/2018, 12:00 PM",2018,8,1600,"8/30/2018, 12:00 PM",2018,8,0610,"8/31/2018, 6:10 AM",16 GIBBS ST,Rochester,NY,219,Central,Office,PL ,155.30   ,04    ,4,E,F,Larceny,Grand Larceny 4th: Credit Card                              ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,219,Central,9
"16 Gibbs St, Rochester, NY, 14604",16 GIBBS ST,2018-00212028,2018,8,0000,"8/28/2018, 8:00 PM",2018,8,0005,"8/28/2018, 8:05 PM",2018,8,0023,"8/29/2018, 12:23 AM",16 GIBBS ST,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Building,Restaurant,219,Central,9
"50 St Paul St, Rochester, NY, 14604",50 ST PAUL ST,2018-00240536,2018,9,0000,"9/27/2018, 8:00 PM",2018,9,0000,"9/27/2018, 8:00 PM",2018,9,0000,"9/28/2018, 12:00 AM",50 ST PAUL ST,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,219,Central,9
"445 Sherman St, Rochester, NY, 14606",445 SHERMAN ST,2018-00233996,2018,9,0011,"9/20/2018, 8:11 PM",2018,9,0013,"9/20/2018, 8:13 PM",2018,9,0011,"9/21/2018, 12:11 AM",445 SHERMAN ST,Rochester,NY,261,Lake,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,261,Lake,1
"445 Sherman St, Rochester, NY, 14606",445 SHERMAN ST,2018-00229863,2018,9,1927,"9/16/2018, 3:27 PM",2018,9,1927,"9/16/2018, 3:27 PM",2018,9,1927,"9/16/2018, 7:27 PM",445 SHERMAN ST,Rochester,NY,261,Lake,Warrant Application,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,261,Lake,1
"531 Monroe Ave, Rochester, NY, 14607",531 MONROE AVE,2018-00249078,2018,10,1255,"10/8/2018, 8:55 AM",2018,10,1300,"10/8/2018, 9:00 AM",2018,10,1255,"10/8/2018, 12:55 PM",531 MONROE AVE,Rochester,NY,265,Goodman,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Department/Discount Store,265,Goodman,5
"531 Monroe Ave, Rochester, NY, 14607",531 MONROE AVE,2018-00235239,2018,9,1015,"9/22/2018, 6:15 AM",2018,9,1025,"9/22/2018, 6:25 AM",2018,9,1030,"9/22/2018, 10:30 AM",531 MONROE AVE,Rochester,NY,265,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Buy/Sell/Trade Shop,265,Goodman,5
"531 Monroe Ave, Rochester, NY, 14607",531 MONROE AVE,2018-00223583,2018,9,1000,"9/10/2018, 6:00 AM",2018,9,1030,"9/10/2018, 6:30 AM",2018,9,1020,"9/10/2018, 10:20 AM",531 MONROE AVE,Rochester,NY,265,Goodman,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Shoplifting,Other Retail Store,265,Goodman,5
"332 Frost Ave, Rochester, NY, 14608",332 FROST AVE,2018-00256092,2018,10,0900,"10/15/2018, 5:00 AM",2018,10,1625,"10/16/2018, 12:25 PM",2018,10,1640,"10/16/2018, 4:40 PM",332 FROST AVE,Rochester,NY,233,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,233,Genesee,3
"100 Exchange Blvd, Rochester, NY, 14614",100 EXCHANGE BLVD,2018-00227635,2018,9,1300,"9/13/2018, 9:00 AM",2018,9,1500,"9/13/2018, 11:00 AM",2018,9,1300,"9/14/2018, 1:00 PM",100 EXCHANGE BLVD,Rochester,NY,209,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Street,209,Central,9
"892 N Clinton Ave, Rochester, NY, 14621",892 N CLINTON AVE,2018-00234609,2018,9,1600,"9/20/2018, 12:00 PM",2018,9,2100,"9/20/2018, 5:00 PM",2018,9,1628,"9/21/2018, 4:28 PM",892 N CLINTON AVE,Rochester,NY,247,Clinton,Cleared by Arrest - Adult,PL ,155.30   ,01    ,4,E,F,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Liquor Store,247,Clinton,7
"30 N Union St, Rochester, NY, 14607",30 N UNION ST,2018-00229229,2018,9,1700,"9/15/2018, 1:00 PM",2018,9,2337,"9/15/2018, 7:37 PM",2018,9,2345,"9/15/2018, 11:45 PM",30 N UNION ST,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,219,Central,9
"336 East Ave, Rochester, NY, 14604",336 EAST AVE,2018-00257773,2018,10,1300,"10/18/2018, 9:00 AM",2018,10,1600,"10/18/2018, 12:00 PM",2018,10,1600,"10/18/2018, 4:00 PM",336 EAST AVE,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,219,Central,9
"128 N Clinton Ave, Rochester, NY, 14604",128 N CLINTON AVE,2018-00222205,2018,9,1401,"9/8/2018, 10:01 AM",2018,9,1401,"9/8/2018, 10:01 AM",2018,9,1401,"9/8/2018, 2:01 PM",128 N CLINTON AVE,Rochester,NY,219,Central,Warrant Application,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Restaurant,219,Central,9
"226 Smith St, Rochester, NY, 14608",226 SMITH ST,2018-00243385,2018,9,0000,"9/28/2018, 8:00 PM",2018,9,1500,"9/30/2018, 11:00 AM",2018,10,1419,"10/1/2018, 2:19 PM",226 SMITH ST,Rochester,NY,271,Lake,Office,PL ,155.35   ,01    ,3,D,F,Larceny,Grand Larceny 3rd: Property Value Exceeds $3000             ,Larceny,Completed,* No Weapon Specified *,Theft from Building,Other Building,271,Lake,1
"15 Waverly Pl, Rochester, NY, 14608",15 WAVERLY PL,2018-00249823,2018,10,1000,"10/8/2018, 6:00 AM",2018,10,1100,"10/8/2018, 7:00 AM",2018,10,0920,"10/9/2018, 9:20 AM",15 WAVERLY PL,Rochester,NY,209,Central,Office,PL ,155.30   ,04    ,4,E,F,Larceny,Grand Larceny 4th: Credit Card                              ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,209,Central,9
"6 Diamond Pl, Rochester, NY, 14609",6 DIAMOND PL,2018-00244908,2018,10,2300,"10/2/2018, 7:00 PM",2018,10,1100,"10/3/2018, 7:00 AM",2018,10,1229,"10/3/2018, 12:29 PM",6 DIAMOND PL,Rochester,NY,215,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Street,215,Goodman,5
"531 Ames St, Rochester, NY, 14606",531 AMES ST,2018-00261782,2018,9,1900,"9/28/2018, 3:00 PM",2018,10,0700,"10/21/2018, 3:00 AM",2018,10,1800,"10/23/2018, 6:00 PM",531 AMES ST,Rochester,NY,281,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Building,Single Family Home,281,Lake,1
"658 Maple St, Rochester, NY, 14611",658 MAPLE ST,2018-00231159,2018,9,2200,"9/17/2018, 6:00 PM",2018,9,0606,"9/18/2018, 2:06 AM",2018,9,0606,"9/18/2018, 6:06 AM",658 MAPLE ST,Rochester,NY,203,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,203,Genesee,3
"31 Prince St, Rochester, NY, 14607",31 PRINCE ST,2018-00231998,2018,9,2115,"9/18/2018, 5:15 PM",2018,9,2300,"9/18/2018, 7:00 PM",2018,9,2315,"9/18/2018, 11:15 PM",31 PRINCE ST,Rochester,NY,245,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,245,Goodman,5
"156 Normandy Ave, Rochester, NY, 14619",156 NORMANDY AVE,2018-00212878,2018,8,1000,"8/29/2018, 6:00 AM",2018,8,1500,"8/29/2018, 11:00 AM",2018,8,2112,"8/29/2018, 9:12 PM",156 NORMANDY AVE,Rochester,NY,223,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Building,Single Family Home,223,Genesee,3
"129 Orchard St, Rochester, NY, 14611",129 ORCHARD ST,2018-00249034,2018,10,0100,"10/7/2018, 9:00 PM",2018,10,0800,"10/8/2018, 4:00 AM",2018,10,1142,"10/8/2018, 11:42 AM",129 ORCHARD ST,Rochester,NY,291,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,291,Lake,1
"205 Arnett Blvd, Rochester, NY, 14619",205 ARNETT BLVD,2018-00232698,2018,9,1028,"9/13/2018, 6:28 AM",2018,9,1600,"9/13/2018, 12:00 PM",2018,9,1655,"9/19/2018, 4:55 PM",205 ARNETT BLVD,Rochester,NY,223,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Building,Single Family Home,223,Genesee,3
"60 Harris St, Rochester, NY, 14621",60 HARRIS ST,2018-00218289,2018,9,1610,"9/4/2018, 12:10 PM",2018,9,1700,"9/4/2018, 1:00 PM",2018,9,1845,"9/4/2018, 6:45 PM",60 HARRIS ST,Rochester,NY,247,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,247,Clinton,7
"63 Ambrose St, Rochester, NY, 14608",63 AMBROSE ST,2018-00219828,2018,9,2100,"9/5/2018, 5:00 PM",2018,9,0815,"9/6/2018, 4:15 AM",2018,9,0820,"9/6/2018, 8:20 AM",63 AMBROSE ST,Rochester,NY,271,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,Larceny,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,271,Lake,1
